"ID","Feed URL","Feed Link","Feed Title","Feed Description","Feed Icon","Title","Link","Description","Plain Description","Author","Date"
"xi38p5h0uLLet4Sz","https://elyon.playkakaogames.com/news","https://rss.app/feeds/xi38p5h0uLLet4Sz.xml","ELYON | Official Website","From the creators of PUBG and TERA comes a new paradise. Craft your perfect hero and wield magic and technology for control of the world of Elyon.","https://akamai-webcdn.kgstatic.net/elyon/favicon.ico","ELYON | Official Website","https://elyon.playkakaogames.com/news","From the creators of PUBG and TERA comes a new paradise. Craft your perfect hero and wield magic and technology for control of the world of Elyon.","From the creators of PUBG and TERA comes a new paradise. Craft your perfect hero and wield magic and technology for control of the world of Elyon.",,
